1000 1000
500

1  	161.000000 	608.000000  

2  	106.000000 	60.000000  

3  	971.000000 	44.000000  

4  	718.000000 	137.000000  

5  	203.000000 	652.000000  

6  	181.000000 	956.000000  

7  	395.000000 	220.000000  

8  	199.000000 	638.000000  

9  	822.000000 	760.000000  

10  	845.000000 	662.000000  

11  	534.000000 	511.000000  

12  	22.000000 	705.000000  

13  	450.000000 	590.000000  

14  	400.000000 	423.000000  

15  	928.000000 	921.000000  

16  	442.000000 	111.000000  

17  	561.000000 	85.000000  

18  	691.000000 	264.000000  

19  	954.000000 	456.000000  

20  	884.000000 	289.000000  

21  	312.000000 	779.000000  

22  	917.000000 	404.000000  

23  	928.000000 	523.000000  

24  	176.000000 	118.000000  

25  	954.000000 	837.000000  

26  	976.000000 	722.000000  

27  	865.000000 	781.000000  

28  	591.000000 	853.000000  

29  	981.000000 	92.000000  

30  	72.000000 	273.000000  

31  	411.000000 	721.000000  

32  	898.000000 	433.000000  

33  	388.000000 	109.000000  

34  	55.000000 	935.000000  

35  	285.000000 	41.000000  

36  	366.000000 	325.000000  

37  	899.000000 	740.000000  

38  	997.000000 	336.000000  

39  	635.000000 	620.000000  

40  	770.000000 	15.000000  

41  	174.000000 	599.000000  

42  	278.000000 	135.000000  

43  	873.000000 	407.000000  

44  	946.000000 	69.000000  

45  	974.000000 	187.000000  

46  	84.000000 	915.000000  

47  	497.000000 	241.000000  

48  	749.000000 	784.000000  

49  	705.000000 	18.000000  

50  	667.000000 	866.000000  

51  	19.000000 	511.000000  

52  	414.000000 	82.000000  

53  	536.000000 	792.000000  

54  	576.000000 	288.000000  

55  	188.000000 	55.000000  

56  	881.000000 	44.000000  

57  	607.000000 	316.000000  

58  	382.000000 	113.000000  

59  	780.000000 	784.000000  

60  	203.000000 	628.000000  

61  	116.000000 	439.000000  

62  	667.000000 	769.000000  

63  	376.000000 	971.000000  

64  	573.000000 	858.000000  

65  	940.000000 	301.000000  

66  	164.000000 	803.000000  

67  	257.000000 	334.000000  

68  	262.000000 	842.000000  

69  	333.000000 	416.000000  

70  	784.000000 	931.000000  

71  	861.000000 	603.000000  

72  	535.000000 	634.000000  

73  	305.000000 	372.000000  

74  	700.000000 	967.000000  

75  	248.000000 	999.000000  

76  	649.000000 	674.000000  

77  	648.000000 	449.000000  

78  	100.000000 	251.000000  

79  	412.000000 	217.000000  

80  	395.000000 	452.000000  

81  	187.000000 	113.000000  

82  	158.000000 	365.000000  

83  	42.000000 	218.000000  

84  	444.000000 	113.000000  

85  	190.000000 	298.000000  

86  	389.000000 	504.000000  

87  	718.000000 	780.000000  

88  	799.000000 	767.000000  

89  	335.000000 	443.000000  

90  	867.000000 	661.000000  

91  	60.000000 	55.000000  

